timestamp,sport,market_type,kalshi_ticker,teams,event_time,kalshi_yes_price,kalshi_no_price,sharp_prob,edge_pct,side,kalshi_volume,num_books,time_to_event_hours,line_movement
2026-02-17T17:17:34.417528+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.417666+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.417786+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.421489+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.421913+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.422152+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.422739+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.423107+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.423481+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.423844+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.424039+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.424186+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.424345+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.424473+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.424601+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.424897+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.425481+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.425773+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.425995+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.426126+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.426253+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.426436+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.426751+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.433369+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.433639+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.433781+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.433908+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.434037+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.438054+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.438511+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.438726+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.438863+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.438997+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.439122+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.439245+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.439404+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.439540+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.439675+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.443995+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.444521+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.444946+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.445290+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.445487+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.445633+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.445773+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.445911+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.446103+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.446586+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.446827+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.446981+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.447109+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.447237+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.447408+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.447532+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.447658+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.447769+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.447888+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.448010+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.448120+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.448232+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.448371+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.448493+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.448622+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.448737+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.448847+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.448966+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.449087+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.449198+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.449330+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.449448+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.449578+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.449703+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.449817+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.449930+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.450048+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.450172+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.450322+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.450452+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.450580+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.450832+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.451033+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.451175+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.451414+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.451643+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.451789+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.451921+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.452040+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.452167+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.452312+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.452454+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.452574+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.452703+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.452827+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.452959+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.453077+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.453218+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.453381+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.453514+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.453803+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.454259+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.454483+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.454624+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.454789+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.454946+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.455077+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.455214+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.455394+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.455535+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.455677+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.455808+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.455929+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.456065+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.456207+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.456368+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.456509+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.456639+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.456768+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.456911+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.457503+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.457867+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.458044+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.458169+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.458323+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.458482+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
2026-02-17T17:17:34.458612+00:00,basketball_nba,moneyline,TEST-001,Team A vs Team B,2025-06-01T00:00:00+00:00,0.45,0.55,0.55,5.0,yes,200000,5,24.0,0.0
